source,target,relation
article_26_para_5,article_79_para_1,refers_to
article_26_para_5,article_73,refers_to
article_26_para_8,article_49,refers_to
article_26_para_8,article_71,refers_to
article_26_para_9,article_13,refers_to
article_26_para_9,article_35,refers_to
article_26_para_9,article_27,refers_to
article_26_para_10,article_9,refers_to
article_26_para_10,article_10,refers_to
article_26_para_11,article_50,refers_to
article_26_para_11,article_13,refers_to
article_26_para_11,annex_III,refers_to
article_27_para_1,article_6_para_2,refers_to
article_27_para_1,article_13,refers_to
article_27_para_1,annex_III,refers_to
article_27_para_3,article_46_para_1,refers_to
article_27_para_4,article_35,refers_to
article_28_para_6,article_78,refers_to
article_29_para_2,article_31,refers_to
article_29_para_3,article_31,refers_to
article_29_para_4,article_31,refers_to
article_30_para_1,article_31,refers_to
article_30_para_3,article_29_para_2,refers_to
article_30_para_3,article_31,refers_to
article_30_para_4,article_29_para_2,refers_to
article_30_para_4,article_29_para_3,refers_to
article_31_para_7,article_78,refers_to
article_31_para_12,article_38,refers_to
article_33_para_1,article_31,refers_to
article_34_para_1,article_43,refers_to
article_34_para_3,article_28,refers_to
article_36_para_1,article_30_para_2,refers_to
article_36_para_4,article_31,refers_to
article_37_para_1,article_31,refers_to
article_37_para_3,article_78,refers_to
article_37_para_4,article_98_para_2,refers_to
article_40_para_2,article_10,refers_to
article_40_para_2,article_24,refers_to
article_40_para_2,annex_I,refers_to
article_41_para_1,article_10_para_1,refers_to
article_41_para_1,article_67,refers_to
article_41_para_1,article_98_para_2,refers_to
article_41_para_2,article_22,refers_to
article_42_para_1,article_10_para_4,refers_to
article_43_para_1,article_40,refers_to
article_43_para_1,article_41,refers_to
article_43_para_1,article_74_para_8,refers_to
article_43_para_1,annex_III,refers_to
article_43_para_1,annex_VI,refers_to
article_43_para_1,annex_VII,refers_to
article_43_para_2,annex_III,refers_to
article_43_para_2,annex_VI,refers_to
article_43_para_3,article_31_para_4,refers_to
article_43_para_3,article_41,refers_to
article_43_para_3,annex_I,refers_to
article_43_para_3,annex_VII,refers_to
article_43_para_4,annex_IV,refers_to
article_43_para_5,article_97,refers_to
article_43_para_6,article_97,refers_to
article_43_para_6,annex_III,refers_to
article_43_para_6,annex_VII,refers_to
article_43_para_6,annex_VI,refers_to
article_44_para_1,annex_VII,refers_to
article_44_para_2,annex_I,refers_to
article_44_para_2,annex_III,refers_to
article_45_para_1,annex_VII,refers_to
article_45_para_4,article_78,refers_to
article_46_para_1,article_43,refers_to
article_46_para_7,annex_I,refers_to
article_47_para_2,annex_V,refers_to
article_47_para_5,article_97,refers_to
article_47_para_5,annex_V,refers_to
article_48_para_1,article_30,refers_to
article_48_para_4,article_43,refers_to
article_49_para_1,article_71,refers_to
article_49_para_1,annex_III,refers_to
article_49_para_2,article_6_para_3,refers_to
article_49_para_2,article_71,refers_to
article_49_para_3,article_71,refers_to
article_49_para_3,annex_III,refers_to
article_49_para_4,article_71,refers_to
article_49_para_4,article_74_para_8,refers_to
article_49_para_4,annex_III,refers_to
article_49_para_4,annex_VIII,refers_to
article_49_para_4,annex_IX,refers_to
article_49_para_5,annex_III,refers_to
article_50_para_7,article_56_para_6,refers_to
article_50_para_7,article_98_para_2,refers_to
article_51_para_1,annex_XIII,refers_to
article_51_para_1025,article_97,refers_to
article_52_para_1,article_51_para_1,refers_to
article_52_para_2,article_51_para_1,refers_to
article_52_para_4,article_90_para_1,refers_to
article_52_para_4,article_97,refers_to
article_52_para_4,annex_XIII,refers_to
article_52_para_5,annex_XIII,refers_to
article_53_para_1,annex_XI,refers_to
article_53_para_1,annex_XII,refers_to
article_53_para_4,article_56,refers_to
article_53_para_5,article_97,refers_to
article_53_para_5,annex_XI,refers_to
article_53_para_6,article_97_para_2,refers_to
article_53_para_7,article_78,refers_to
article_54_para_3,article_53,refers_to
article_54_para_3,article_55,refers_to
article_54_para_3,annex_XI,refers_to
article_55_para_2,article_56,refers_to
article_55_para_3,article_78,refers_to
article_56_para_2,article_53_para_1,refers_to
article_56_para_6,article_98_para_2,refers_to
article_56_para_7,article_53,refers_to
article_56_para_9,article_98_para_2,refers_to
article_57_para_8,article_78,refers_to
article_57_para_17,article_62_para_1,refers_to
article_58_para_1,article_98_para_2,refers_to
article_58_para_2,article_95,refers_to
article_59_para_1,article_35,refers_to
article_59_para_1,article_39,refers_to
article_59_para_1,annex_IV,refers_to
article_60_para_1,article_5,refers_to
article_60_para_1,article_98_para_2,refers_to
article_60_para_1,annex_III,refers_to
article_60_para_1,annex_I,refers_to
article_60_para_2,annex_III,refers_to
article_60_para_4,article_71_para_4,refers_to
article_60_para_4,article_49_para_4,refers_to
article_60_para_4,article_49_para_5,refers_to
article_60_para_4,article_13,refers_to
article_60_para_4,article_61,refers_to
article_60_para_4,annex_III,refers_to
article_60_para_4,annex_IX,refers_to
article_60_para_6,article_75,refers_to
article_60_para_7,article_73,refers_to
article_61_para_1,article_60,refers_to
article_61_para_1,article_60_para_4,refers_to
article_62_para_2,article_43,refers_to
article_63_para_1,article_17,refers_to
article_65_para_4,article_66,refers_to
article_65_para_6,article_30,refers_to
article_65_para_6,article_67,refers_to
article_68_para_1,article_98_para_2,refers_to
article_68_para_3,article_90,refers_to
article_68_para_3,article_74_para_11,refers_to
article_68_para_3,article_81,refers_to
article_69_para_2,article_68_para_1,refers_to
article_69_para_3,article_84,refers_to
article_70_para_5,article_78,refers_to
article_71_para_1,article_6_para_2,refers_to
article_71_para_1,article_6_para_3,refers_to
article_71_para_1,article_6_para_4,refers_to
article_71_para_1,article_49,refers_to
article_71_para_2,annex_VIII,refers_to
article_71_para_3,article_49_para_3,refers_to
article_71_para_3,annex_VIII,refers_to
article_71_para_4,article_49_para_4,refers_to
article_71_para_4,article_60_para_4,refers_to
article_71_para_4,article_49,refers_to
article_72_para_3,article_98_para_2,refers_to
article_72_para_3,annex_IV,refers_to
article_72_para_4,annex_I,refers_to
article_72_para_4,annex_III,refers_to
article_73_para_3,article_3,refers_to
article_73_para_7,article_3,refers_to
article_73_para_7,article_77_para_1,refers_to
article_73_para_8,article_19,refers_to
article_73_para_9,article_3,refers_to
article_73_para_9,annex_III,refers_to
article_73_para_10,article_3,refers_to
article_73_para_11,article_20,refers_to
article_74_para_1,article_2_para_1,refers_to
article_74_para_3,annex_I,refers_to
article_74_para_4,annex_I,refers_to
article_74_para_5,article_14,refers_to
article_74_para_5,article_14_para_4,refers_to
article_74_para_8,annex_III,refers_to
article_74_para_10,annex_I,refers_to
article_74_para_10,annex_III,refers_to
article_74_para_11,article_9,refers_to
article_74_para_14,article_78,refers_to
article_75_para_3,article_78,refers_to
article_76_para_2,article_58,refers_to
article_76_para_2,article_60,refers_to
article_76_para_2,article_60_para_4,refers_to
article_76_para_4,article_60_para_4,refers_to
article_77_para_1,annex_III,refers_to
article_77_para_4,article_78,refers_to
article_78_para_1,article_5,refers_to
article_78_para_3,article_74_para_8,refers_to
article_78_para_3,annex_III,refers_to
article_78_para_3,annex_IV,refers_to
article_79_para_1,article_3,refers_to
article_79_para_2,article_77_para_1,refers_to
article_79_para_2,article_18,refers_to
article_79_para_6,article_5,refers_to
article_79_para_6,article_50,refers_to
article_79_para_8,article_18,refers_to
article_79_para_8,article_5,refers_to
article_80_para_1,article_6_para_3,refers_to
article_80_para_4,article_99,refers_to
article_80_para_6,article_79_para_5,refers_to
article_80_para_7,article_99,refers_to
article_80_para_8,article_11,refers_to
article_80_para_8,article_71,refers_to
article_81_para_1,article_79_para_5,refers_to
article_81_para_1,article_5,refers_to
article_81_para_3,article_11,refers_to
article_82_para_1,article_79,refers_to
article_82_para_1,article_77_para_1,refers_to
article_83_para_1,article_48,refers_to
article_83_para_1,article_47,refers_to
article_83_para_1,article_71,refers_to
article_86_para_1,annex_III,refers_to
article_88_para_1,article_94,refers_to
article_88_para_2,article_75_para_3,refers_to
article_90_para_1,article_51,refers_to
article_91_para_3,article_68_para_2,refers_to
article_91_para_4,article_101,refers_to
article_92_para_1,article_91,refers_to
article_92_para_1,article_90_para_1,refers_to
article_92_para_2,article_68,refers_to
article_92_para_2,article_68_para_2,refers_to
article_92_para_4,article_101,refers_to
article_92_para_6,article_98_para_2,refers_to
article_93_para_1,article_92,refers_to
article_96_para_1,article_25,refers_to
article_96_para_1,article_5,refers_to
article_96_para_1,article_50,refers_to
article_96_para_1,article_3,refers_to
article_96_para_1,annex_I,refers_to
article_97_para_2,article_6_para_6,refers_to
article_97_para_2,article_7_para_1,refers_to
article_97_para_2,article_11_para_3,refers_to
article_97_para_2,article_43_para_5,refers_to
article_97_para_2,article_47_para_5,refers_to
article_97_para_2,article_52_para_4,refers_to
article_97_para_2,article_53_para_5,refers_to
article_97_para_3,article_6_para_6,refers_to
article_97_para_3,article_7_para_1,refers_to
article_97_para_3,article_11_para_3,refers_to
article_97_para_3,article_43_para_5,refers_to
article_97_para_3,article_47_para_5,refers_to
article_97_para_3,article_52_para_4,refers_to
article_97_para_3,article_53_para_5,refers_to
article_97_para_6,article_6_para_6,refers_to
article_97_para_6,article_7_para_1,refers_to
article_97_para_6,article_11_para_3,refers_to
article_97_para_6,article_43_para_5,refers_to
article_97_para_6,article_47_para_5,refers_to
article_97_para_6,article_52_para_4,refers_to
article_97_para_6,article_53_para_5,refers_to
article_98_para_2,article_5,refers_to
article_99_para_1,article_96,refers_to
article_99_para_3,article_5,refers_to
article_99_para_4,article_16,refers_to
article_99_para_4,article_22,refers_to
article_99_para_4,article_23,refers_to
article_99_para_4,article_24,refers_to
article_99_para_4,article_26,refers_to
article_99_para_4,article_31,refers_to
article_99_para_4,article_33_para_1,refers_to
article_99_para_4,article_34,refers_to
article_99_para_4,article_50,refers_to
article_100_para_2,article_5,refers_to
article_100_para_3,article_5,refers_to
article_101_para_1,article_91,refers_to
article_101_para_1,article_93,refers_to
article_101_para_1,article_92,refers_to
article_101_para_1,article_93_para_3,refers_to
article_101_para_1,article_56,refers_to
article_101_para_6,article_98_para_2,refers_to
article_111_para_1,article_5,refers_to
article_111_para_1,annex_X,refers_to
article_111_para_2,article_5,refers_to
article_112_para_1,article_5,refers_to
article_112_para_1,article_97,refers_to
article_112_para_1,annex_III,refers_to
article_112_para_2,article_50,refers_to
article_112_para_2,annex_III,refers_to
article_112_para_4,article_99_para_1,refers_to
article_112_para_11,article_5,refers_to
article_112_para_11,article_50,refers_to
article_112_para_11,annex_III,refers_to
article_112_para_12,annex_I,refers_to
definition_27,article_2_para_1,refers_to
definition_28,article_2,refers_to
definition_37,article_9_para_1,refers_to
definition_37,article_10,refers_to
definition_37,article_10_para_1,refers_to
definition_50,article_4,refers_to
definition_51,article_4,refers_to
definition_52,article_4,refers_to
definition_57,article_57,refers_to
definition_62,article_2,refers_to
annex_I,article_2_para_1,refers_to
annex_I_item_20,article_2_para_1,refers_to
annex_II,article_5_para_1,refers_to
annex_III,article_6_para_2,refers_to
annex_IV,article_11_para_1,refers_to
annex_IV,article_14,refers_to
annex_IV,article_13_para_3,refers_to
annex_IV,article_9,refers_to
annex_IV,article_47,refers_to
annex_IV,article_72,refers_to
annex_IV,article_72_para_3,refers_to
annex_IV_item_2,article_14,refers_to
annex_IV_item_2,article_13_para_3,refers_to
annex_IV_item_3,article_14,refers_to
annex_IV_item_5,article_9,refers_to
annex_IV_item_8,article_47,refers_to
annex_IV_item_9,article_72,refers_to
annex_IV_item_9,article_72_para_3,refers_to
annex_V,article_47,refers_to
annex_V_item_3,article_47,refers_to
annex_V_item_4,article_47,refers_to
annex_VI,article_17,refers_to
annex_VI,article_72,refers_to
annex_VI_item_2,article_17,refers_to
annex_VI_item_4,article_72,refers_to
annex_VII,article_17,refers_to
annex_VII,article_43_para_4,refers_to
annex_VII,annex_IV,refers_to
annex_VII_item_2,article_17,refers_to
annex_VII_item_3,article_17,refers_to
annex_VII_item_4,article_43_para_4,refers_to
annex_VII_item_4,annex_IV,refers_to
annex_VIII,article_49,refers_to
annex_VIII,article_49_para_1,refers_to
annex_VIII,article_47,refers_to
annex_VIII,article_49_para_2,refers_to
annex_VIII,article_6_para_3,refers_to
annex_VIII,article_49_para_3,refers_to
annex_VIII,article_27,refers_to
annex_VIII,article_35,refers_to
annex_VIII,article_26_para_8,refers_to
annex_VIII,annex_III,refers_to
annex_VIII_item_11,article_47,refers_to
annex_VIII_item_12,annex_III,refers_to
annex_VIII_item_13,article_49_para_2,refers_to
annex_VIII_item_6,article_6_para_3,refers_to
annex_VIII_item_7,article_6_para_3,refers_to
annex_VIII_item_9,article_49_para_3,refers_to
annex_VIII_item_4,article_27,refers_to
annex_VIII_item_5,article_35,refers_to
annex_VIII_item_5,article_27,refers_to
annex_VIII_item_5,article_26_para_8,refers_to
annex_IX,article_60,refers_to
annex_IX,annex_III,refers_to
annex_XI,article_53_para_1,refers_to
annex_XII,article_53_para_1,refers_to
annex_XIII,article_51,refers_to
annex_XIII,article_51_para_1,refers_to
recital_1,definition_9,uses_term
recital_1,definition_11,uses_term
recital_4,definition_2,uses_term
recital_4,definition_35,uses_term
recital_4,definition_46,uses_term
recital_4,definition_50,uses_term
recital_7,definition_2,uses_term
recital_8,definition_9,uses_term
recital_8,definition_11,uses_term
recital_9,definition_2,uses_term
recital_9,definition_9,uses_term
recital_9,definition_11,uses_term
recital_10,definition_50,uses_term
recital_14,definition_50,uses_term
recital_14,definition_51,uses_term
recital_13,definition_1,uses_term
recital_13,definition_4,uses_term
recital_13,definition_9,uses_term
recital_13,definition_11,uses_term
recital_13,definition_12,uses_term
recital_13,definition_34,uses_term
recital_13,definition_50,uses_term
recital_13,definition_52,uses_term
recital_18,definition_34,uses_term
recital_15,definition_34,uses_term
recital_15,definition_35,uses_term
recital_15,definition_36,uses_term
recital_16,definition_34,uses_term
recital_17,definition_1,uses_term
recital_17,definition_34,uses_term
recital_17,definition_35,uses_term
recital_17,definition_36,uses_term
recital_17,definition_39,uses_term
recital_17,definition_41,uses_term
recital_19,definition_44,uses_term
recital_20,definition_1,uses_term
recital_20,definition_56,uses_term
recital_22,definition_1,uses_term
recital_22,definition_2,uses_term
recital_22,definition_8,uses_term
recital_22,definition_46,uses_term
recital_23,definition_1,uses_term
recital_23,definition_3,uses_term
recital_23,definition_4,uses_term
recital_24,definition_1,uses_term
recital_24,definition_46,uses_term
recital_25,definition_1,uses_term
recital_26,definition_2,uses_term
recital_27,definition_1,uses_term
recital_27,definition_2,uses_term
recital_29,definition_1,uses_term
recital_29,definition_3,uses_term
recital_29,definition_4,uses_term
recital_29,definition_9,uses_term
recital_29,definition_11,uses_term
recital_30,definition_34,uses_term
recital_30,definition_46,uses_term
recital_32,definition_35,uses_term
recital_32,definition_46,uses_term
recital_33,definition_35,uses_term
recital_33,definition_46,uses_term
recital_33,definition_62,uses_term
recital_34,definition_35,uses_term
recital_34,definition_41,uses_term
recital_34,definition_42,uses_term
recital_34,definition_46,uses_term
recital_35,definition_1,uses_term
recital_35,definition_33,uses_term
recital_35,definition_35,uses_term
recital_35,definition_41,uses_term
recital_35,definition_46,uses_term
recital_36,definition_26,uses_term
recital_36,definition_35,uses_term
recital_38,definition_34,uses_term
recital_38,definition_35,uses_term
recital_38,definition_46,uses_term
recital_38,definition_50,uses_term
recital_39,definition_34,uses_term
recital_39,definition_35,uses_term
recital_39,definition_46,uses_term
recital_39,definition_50,uses_term
recital_40,definition_50,uses_term
recital_42,definition_2,uses_term
recital_42,definition_52,uses_term
recital_43,definition_9,uses_term
recital_43,definition_11,uses_term
recital_44,definition_9,uses_term
recital_44,definition_11,uses_term
recital_44,definition_34,uses_term
recital_46,definition_2,uses_term
recital_46,definition_11,uses_term
recital_48,definition_1,uses_term
recital_48,definition_2,uses_term
recital_48,definition_50,uses_term
recital_49,definition_2,uses_term
recital_50,definition_2,uses_term
recital_50,definition_20,uses_term
recital_50,definition_21,uses_term
recital_51,definition_1,uses_term
recital_51,definition_2,uses_term
recital_51,definition_14,uses_term
recital_51,definition_20,uses_term
recital_52,definition_2,uses_term
recital_53,definition_1,uses_term
recital_53,definition_2,uses_term
recital_53,definition_3,uses_term
recital_53,definition_52,uses_term
recital_54,definition_2,uses_term
recital_54,definition_34,uses_term
recital_54,definition_35,uses_term
recital_54,definition_36,uses_term
recital_54,definition_50,uses_term
recital_55,definition_2,uses_term
recital_55,definition_62,uses_term
recital_56,definition_2,uses_term
recital_57,definition_2,uses_term
recital_58,definition_2,uses_term
recital_59,definition_1,uses_term
recital_59,definition_2,uses_term
recital_59,definition_46,uses_term
recital_59,definition_52,uses_term
recital_60,definition_2,uses_term
recital_60,definition_50,uses_term
recital_61,definition_2,uses_term
recital_62,definition_2,uses_term
recital_63,definition_1,uses_term
recital_63,definition_2,uses_term
recital_63,definition_37,uses_term
recital_63,definition_50,uses_term
recital_64,definition_1,uses_term
recital_64,definition_2,uses_term
recital_64,definition_3,uses_term
recital_64,definition_11,uses_term
recital_64,definition_12,uses_term
recital_65,definition_1,uses_term
recital_65,definition_2,uses_term
recital_65,definition_3,uses_term
recital_65,definition_4,uses_term
recital_65,definition_12,uses_term
recital_65,definition_13,uses_term
recital_65,definition_15,uses_term
recital_66,definition_2,uses_term
recital_67,definition_1,uses_term
recital_67,definition_2,uses_term
recital_67,definition_12,uses_term
recital_67,definition_50,uses_term
recital_68,definition_2,uses_term
recital_69,definition_50,uses_term
recital_70,definition_2,uses_term
recital_70,definition_37,uses_term
recital_70,definition_50,uses_term
recital_71,definition_1,uses_term
recital_71,definition_2,uses_term
recital_72,definition_1,uses_term
recital_72,definition_2,uses_term
recital_72,definition_3,uses_term
recital_72,definition_4,uses_term
recital_72,definition_15,uses_term
recital_73,definition_2,uses_term
recital_73,definition_3,uses_term
recital_73,definition_4,uses_term
recital_73,definition_8,uses_term
recital_73,definition_11,uses_term
recital_73,definition_35,uses_term
recital_73,definition_46,uses_term
recital_74,definition_1,uses_term
recital_74,definition_2,uses_term
recital_74,definition_10,uses_term
recital_74,definition_12,uses_term
recital_75,definition_1,uses_term
recital_75,definition_2,uses_term
recital_76,definition_2,uses_term
recital_76,definition_29,uses_term
recital_77,definition_1,uses_term
recital_77,definition_2,uses_term
recital_78,definition_1,uses_term
recital_78,definition_2,uses_term
recital_78,definition_20,uses_term
recital_79,definition_1,uses_term
recital_79,definition_2,uses_term
recital_79,definition_3,uses_term
recital_79,definition_11,uses_term
recital_80,definition_1,uses_term
recital_80,definition_2,uses_term
recital_81,definition_2,uses_term
recital_81,definition_3,uses_term
recital_81,definition_20,uses_term
recital_82,definition_1,uses_term
recital_82,definition_2,uses_term
recital_82,definition_5,uses_term
recital_83,definition_6,uses_term
recital_83,definition_7,uses_term
recital_83,definition_8,uses_term
recital_84,definition_1,uses_term
recital_84,definition_2,uses_term
recital_84,definition_3,uses_term
recital_84,definition_4,uses_term
recital_84,definition_6,uses_term
recital_84,definition_7,uses_term
recital_84,definition_12,uses_term
recital_84,definition_23,uses_term
recital_84,definition_66,uses_term
recital_85,definition_2,uses_term
recital_86,definition_1,uses_term
recital_86,definition_2,uses_term
recital_86,definition_3,uses_term
recital_86,definition_20,uses_term
recital_87,definition_1,uses_term
recital_87,definition_2,uses_term
recital_87,definition_3,uses_term
recital_87,definition_14,uses_term
recital_88,definition_1,uses_term
recital_88,definition_2,uses_term
recital_88,definition_3,uses_term
recital_89,definition_3,uses_term
recital_90,definition_2,uses_term
recital_91,definition_1,uses_term
recital_91,definition_2,uses_term
recital_91,definition_4,uses_term
recital_91,definition_15,uses_term
recital_91,definition_18,uses_term
recital_91,definition_56,uses_term
recital_92,definition_2,uses_term
recital_93,definition_1,uses_term
recital_93,definition_2,uses_term
recital_93,definition_3,uses_term
recital_93,definition_4,uses_term
recital_93,definition_12,uses_term
recital_94,definition_34,uses_term
recital_94,definition_35,uses_term
recital_94,definition_46,uses_term
recital_95,definition_35,uses_term
recital_95,definition_46,uses_term
recital_96,definition_1,uses_term
recital_96,definition_2,uses_term
recital_96,definition_3,uses_term
recital_96,definition_4,uses_term
recital_96,definition_12,uses_term
recital_96,definition_15,uses_term
recital_96,definition_26,uses_term
recital_96,definition_47,uses_term
recital_97,definition_1,uses_term
recital_97,definition_2,uses_term
recital_97,definition_3,uses_term
recital_97,definition_9,uses_term
recital_97,definition_63,uses_term
recital_97,definition_65,uses_term
recital_99,definition_63,uses_term
recital_100,definition_1,uses_term
recital_100,definition_63,uses_term
recital_100,definition_66,uses_term
recital_101,definition_3,uses_term
recital_101,definition_47,uses_term
recital_101,definition_63,uses_term
recital_102,definition_3,uses_term
recital_103,definition_1,uses_term
recital_103,definition_50,uses_term
recital_104,definition_2,uses_term
recital_104,definition_65,uses_term
recital_106,definition_3,uses_term
recital_106,definition_63,uses_term
recital_107,definition_3,uses_term
recital_108,definition_3,uses_term
recital_108,definition_29,uses_term
recital_109,definition_3,uses_term
recital_109,definition_29,uses_term
recital_110,definition_2,uses_term
recital_110,definition_62,uses_term
recital_111,definition_2,uses_term
recital_111,definition_3,uses_term
recital_111,definition_9,uses_term
recital_111,definition_29,uses_term
recital_111,definition_47,uses_term
recital_111,definition_63,uses_term
recital_111,definition_64,uses_term
recital_111,definition_65,uses_term
recital_112,definition_2,uses_term
recital_112,definition_3,uses_term
recital_112,definition_9,uses_term
recital_112,definition_47,uses_term
recital_112,definition_63,uses_term
recital_112,definition_64,uses_term
recital_112,definition_65,uses_term
recital_113,definition_2,uses_term
recital_113,definition_3,uses_term
recital_113,definition_47,uses_term
recital_113,definition_63,uses_term
recital_113,definition_65,uses_term
recital_114,definition_1,uses_term
recital_114,definition_2,uses_term
recital_114,definition_9,uses_term
recital_115,definition_3,uses_term
recital_115,definition_49,uses_term
recital_115,definition_63,uses_term
recital_116,definition_2,uses_term
recital_116,definition_47,uses_term
recital_117,definition_27,uses_term
recital_117,definition_47,uses_term
recital_118,definition_2,uses_term
recital_118,definition_11,uses_term
recital_119,definition_1,uses_term
recital_120,definition_2,uses_term
recital_121,definition_3,uses_term
recital_121,definition_27,uses_term
recital_121,definition_28,uses_term
recital_122,definition_1,uses_term
recital_122,definition_2,uses_term
recital_123,definition_2,uses_term
recital_123,definition_9,uses_term
recital_123,definition_11,uses_term
recital_123,definition_20,uses_term
recital_124,definition_2,uses_term
recital_124,definition_20,uses_term
recital_125,definition_2,uses_term
recital_125,definition_3,uses_term
recital_125,definition_20,uses_term
recital_127,definition_20,uses_term
recital_128,definition_1,uses_term
recital_128,definition_2,uses_term
recital_128,definition_3,uses_term
recital_128,definition_12,uses_term
recital_128,definition_20,uses_term
recital_128,definition_23,uses_term
recital_129,definition_2,uses_term
recital_129,definition_11,uses_term
recital_129,definition_24,uses_term
recital_130,definition_1,uses_term
recital_130,definition_2,uses_term
recital_130,definition_9,uses_term
recital_130,definition_11,uses_term
recital_130,definition_20,uses_term
recital_130,definition_26,uses_term
recital_130,definition_46,uses_term
recital_131,definition_1,uses_term
recital_131,definition_2,uses_term
recital_131,definition_46,uses_term
recital_131,definition_62,uses_term
recital_132,definition_1,uses_term
recital_132,definition_2,uses_term
recital_132,definition_34,uses_term
recital_132,definition_46,uses_term
recital_133,definition_1,uses_term
recital_133,definition_3,uses_term
recital_133,definition_4,uses_term
recital_133,definition_33,uses_term
recital_133,definition_68,uses_term
recital_134,definition_1,uses_term
recital_136,definition_2,uses_term
recital_137,definition_1,uses_term
recital_138,definition_2,uses_term
recital_139,definition_20,uses_term
recital_139,definition_23,uses_term
recital_139,definition_55,uses_term
recital_140,definition_50,uses_term
recital_140,definition_55,uses_term
recital_141,definition_1,uses_term
recital_141,definition_2,uses_term
recital_141,definition_9,uses_term
recital_141,definition_26,uses_term
recital_141,definition_46,uses_term
recital_141,definition_50,uses_term
recital_141,definition_51,uses_term
recital_141,definition_59,uses_term
recital_143,definition_20,uses_term
recital_146,definition_2,uses_term
recital_147,definition_20,uses_term
recital_148,definition_47,uses_term
recital_153,definition_19,uses_term
recital_153,definition_26,uses_term
recital_155,definition_2,uses_term
recital_155,definition_25,uses_term
recital_155,definition_38,uses_term
recital_156,definition_2,uses_term
recital_156,definition_26,uses_term
recital_157,definition_2,uses_term
recital_158,definition_2,uses_term
recital_159,definition_2,uses_term
recital_159,definition_26,uses_term
recital_159,definition_46,uses_term
recital_159,definition_50,uses_term
recital_160,definition_2,uses_term
recital_160,definition_47,uses_term
recital_161,definition_1,uses_term
recital_161,definition_2,uses_term
recital_161,definition_3,uses_term
recital_161,definition_26,uses_term
recital_161,definition_47,uses_term
recital_161,definition_63,uses_term
recital_162,definition_47,uses_term
recital_163,definition_2,uses_term
recital_163,definition_3,uses_term
recital_163,definition_47,uses_term
recital_163,definition_63,uses_term
recital_163,definition_65,uses_term
recital_164,definition_2,uses_term
recital_164,definition_10,uses_term
recital_164,definition_47,uses_term
recital_165,definition_2,uses_term
recital_165,definition_12,uses_term
recital_165,definition_56,uses_term
recital_166,definition_2,uses_term
recital_168,definition_3,uses_term
recital_170,definition_26,uses_term
recital_171,definition_2,uses_term
recital_171,definition_4,uses_term
recital_173,definition_1,uses_term
recital_173,definition_2,uses_term
recital_173,definition_20,uses_term
recital_173,definition_65,uses_term
recital_174,definition_2,uses_term
recital_177,definition_2,uses_term
recital_177,definition_12,uses_term
recital_177,definition_23,uses_term
recital_178,definition_2,uses_term
recital_179,definition_2,uses_term
recital_179,definition_20,uses_term
recital_179,definition_47,uses_term
article_1,definition_2,uses_term
article_1,definition_9,uses_term
article_1,definition_11,uses_term
article_2,definition_1,uses_term
article_2,definition_2,uses_term
article_2,definition_9,uses_term
article_2,definition_11,uses_term
article_2,definition_46,uses_term
article_2,definition_50,uses_term
article_4,definition_56,uses_term
article_5,definition_1,uses_term
article_5,definition_2,uses_term
article_5,definition_9,uses_term
article_5,definition_11,uses_term
article_5,definition_26,uses_term
article_5,definition_34,uses_term
article_5,definition_35,uses_term
article_5,definition_38,uses_term
article_5,definition_41,uses_term
article_5,definition_46,uses_term
article_5,definition_52,uses_term
article_6,definition_1,uses_term
article_6,definition_2,uses_term
article_6,definition_3,uses_term
article_6,definition_9,uses_term
article_6,definition_14,uses_term
article_6,definition_20,uses_term
article_6,definition_52,uses_term
article_7,definition_1,uses_term
article_7,definition_2,uses_term
article_7,definition_4,uses_term
article_7,definition_12,uses_term
article_7,definition_50,uses_term
article_8,definition_1,uses_term
article_8,definition_2,uses_term
article_9,definition_1,uses_term
article_9,definition_2,uses_term
article_9,definition_4,uses_term
article_9,definition_12,uses_term
article_9,definition_13,uses_term
article_9,definition_57,uses_term
article_10,definition_1,uses_term
article_10,definition_2,uses_term
article_10,definition_12,uses_term
article_10,definition_32,uses_term
article_10,definition_37,uses_term
article_10,definition_50,uses_term
article_11,definition_1,uses_term
article_11,definition_2,uses_term
article_11,definition_20,uses_term
article_12,definition_1,uses_term
article_12,definition_2,uses_term
article_12,definition_23,uses_term
article_12,definition_33,uses_term
article_13,definition_1,uses_term
article_13,definition_2,uses_term
article_13,definition_3,uses_term
article_13,definition_4,uses_term
article_13,definition_5,uses_term
article_13,definition_12,uses_term
article_13,definition_13,uses_term
article_13,definition_15,uses_term
article_13,definition_20,uses_term
article_13,definition_32,uses_term
article_13,definition_33,uses_term
article_14,definition_1,uses_term
article_14,definition_2,uses_term
article_14,definition_3,uses_term
article_14,definition_4,uses_term
article_14,definition_12,uses_term
article_14,definition_46,uses_term
article_15,definition_2,uses_term
article_15,definition_29,uses_term
article_16,definition_1,uses_term
article_16,definition_2,uses_term
article_16,definition_20,uses_term
article_16,definition_24,uses_term
article_16,definition_48,uses_term
article_17,definition_1,uses_term
article_17,definition_2,uses_term
article_17,definition_3,uses_term
article_17,definition_9,uses_term
article_17,definition_11,uses_term
article_17,definition_20,uses_term
article_17,definition_25,uses_term
article_17,definition_49,uses_term
article_18,definition_1,uses_term
article_18,definition_2,uses_term
article_18,definition_3,uses_term
article_18,definition_5,uses_term
